5,-2.686743323752803558e+00,1.216821320467305512e+00,7.220747889751573112e-01
5,-4.331255480563831028e+00,7.663273305970998983e-01,1.128403951506082192e+00
5,-4.985360368060296921e+00,-3.713009030008060374e-01,1.656858383598053264e+00
5,-5.099876209752249423e+00,-2.437425590635889372e-01,1.802703241352317853e+00
5,-5.023000451296280922e+00,5.187388496871262467e-01,1.871077676530656486e+00
5,-4.945709167743754797e+00,5.229050138446511564e-01,1.926073549721414535e+00
5,-5.178864843782190697e+00,-3.202242279682958326e-02,2.020868261586781234e+00
5,-5.576905244750661517e+00,-6.414281180976599828e-01,1.892126545249365632e+00
5,-5.780754326394450082e+00,-8.619339943414049410e-01,1.799659775504043324e+00
5,-5.934661220122900538e+00,-1.482436707627506678e+00,1.893996191622687952e+00
5,-5.838299008212793240e+00,-1.485413937582789501e+00,1.976626996819737858e+00
5,-5.941281934563572342e+00,-2.449050478771285455e+00,1.745155418238461875e+00
5,-5.979312010757277029e+00,-2.343836803017024462e+00,1.955806407731210284e+00
5,-5.687465315878656114e+00,-1.163916824092489977e+00,1.930058851226231553e+00
5,-5.558270923225402171e+00,-4.238369534622071777e-01,1.449552841494241573e+00
5,-4.452583427861980248e+00,1.037174926082862436e+00,1.887729996843127367e+00
5,-3.952250302252505509e+00,2.260660454059469693e+00,1.006422599151137520e+00
5,-5.025049448778353245e+00,1.332130134053755022e+00,1.113192181250000301e+00
5,-5.301723088266745876e+00,6.793306829777112643e-01,1.614582964535473453e+00
5,-3.774165991289096134e+00,1.122453231431234100e+00,1.620690014873489737e+00
5,-3.583006225475101392e+00,9.768974567610693160e-01,1.575570940937097930e+00
5,-3.414367443694505067e+00,-8.370701761750912739e-01,1.964879934963594144e+00
5,-2.278778438151344066e+00,-2.893163755983911567e-03,1.946618090654272937e+00
5,-2.641300394928659756e+00,1.366331332890944772e+00,1.744064467360110893e+00
5,-4.814351963779294863e+00,1.936020709210535817e-01,1.727072313529044001e+00
5,-4.985717456414494819e+00,-1.014369023372496681e-02,1.810213872471210017e+00
5,-5.236264762079889223e+00,5.862592184361888892e-01,1.665576225981338476e+00
5,-5.361776760112360485e+00,-1.733130486972962042e-02,1.880839890630158218e+00
5,-5.475192165172273917e+00,-4.528553980934232892e-01,1.989183906130963297e+00
5,-5.607810419303282501e+00,-3.074745271929268942e-01,1.229181637879552369e+00
5,-5.239913098737538633e+00,3.488601303803680054e-01,1.277431983583507735e+00
4,-4.221568641364583208e+00,1.631668898623030106e+00,1.424519735637283624e+00
4,-5.458926642014958475e+00,7.561537882169826474e-01,1.412873283494836318e+00
4,-5.876617755420211253e+00,-9.696767374331520806e-01,1.855814342694616759e+00
4,-5.485322386733025191e+00,2.433484407151545181e-01,1.924430160200645057e+00
4,-5.336195856713011665e+00,2.821634930013111608e-02,1.907870758052674365e+00
4,-5.480974168820852199e+00,-6.465596271616033119e-01,1.646554992957008023e+00
4,-5.536589687891476430e+00,-3.828242495069169582e-01,1.839140978045470831e+00
4,-5.760107488430054268e+00,-1.133242291380544442e+00,1.730113312990577024e+00
4,-5.774517329262033982e+00,-1.272790237593209861e+00,1.999960894221750829e+00
4,-5.808907935377211729e+00,-1.204035156161350484e+00,1.708222600431937188e+00
4,-5.561321465665809427e+00,-8.140437182607034305e-01,1.803587645260348316e+00
4,-5.354878587963803227e+00,-2.986772976594677109e-01,1.925094407885987735e+00
4,-5.496456121575416631e+00,1.291636138770830000e-01,1.659723905316989434e+00
4,-3.599923718122651550e+00,1.864918747033447621e+00,9.860682138732138613e-01
